KandM1,KandM2,KandM3,co2_values
0.893305618,0.891376814,0.885876522,5.284436159
0.812497785,0.808845502,0.796835708,8.584611824
0.766939826,0.761343273,0.742240859,9.379266949
0.720968271,0.714887478,0.69370017,9.116038589
0.786348378,0.781456303,0.764928484,9.18721161
0.837348238,0.833533717,0.821176526,11.16198119
0.806906927,0.802516375,0.787903228,10.16010387
0.840307404,0.838457138,0.832873467,8.460243744
0.871904883,0.86893759,0.859770847,8.785677908
0.875189015,0.872049916,0.862294716,7.79069368
0.80632205,0.804317731,0.79789524,3.934297149
0.81170758,0.806022933,0.786977945,3.618343461
0.789574183,0.782401616,0.758076505,1.900901077
0.62550319,0.613277373,0.571769932,1.079248219
0.913925223,0.910092496,0.897528079,0.281697309
0.985147067,0.984448855,0.982639288,0.062241562
0.952765317,0.95042292,0.942607076,0.177744773
0.920273397,0.918702518,0.914038424,0.930224455
0.980003317,0.978768531,0.97507337,0.42064996
0.872105395,0.872101588,0.872092925,0.148799306
0.85109402,0.851025606,0.850861412,0.510026079
0.886107947,0.883504373,0.87567301,3.32596804
0.881738655,0.879431335,0.872600989,6.897983115
0.784363523,0.779823919,0.764478319,7.205025751
0.873357397,0.86995708,0.859269199,9.904694201
0.874843014,0.872518049,0.865590446,10.07411923
0.916912964,0.915235767,0.910632174,9.465924029
0.857264736,0.854009339,0.843748592,8.825313213
0.85191456,0.847502084,0.833127696,10.66232476
0.818826947,0.815047559,0.802657524,5.997976037
0.737661408,0.73114318,0.708689037,5.515125955
0.827590239,0.825223957,0.817788908,8.847859521
0.808585402,0.804358782,0.79032671,7.455284287
0.764627972,0.760984109,0.74847339,6.867253895
0.842652096,0.838550301,0.825223888,4.690764479
0.851412577,0.846655905,0.831052507,5.054489704
0.712998194,0.703871605,0.672656401,2.96590928
0.931403153,0.931129779,0.930572248,0.846748196
0.935495116,0.933651456,0.928475366,0.64447334
0.934764663,0.935585863,0.943847353,5.539268823
0.89430195,0.890238406,0.877136684,0.014205442
0.877886352,0.875558159,0.868352105,0.365150043
0.934814058,0.932202816,0.924078445,0.578223792
0.719415738,0.709092336,0.67362859,0.177671528
0.823427628,0.818782964,0.803426855,3.827011735
0.856338922,0.853497058,0.844671541,7.098635786
0.84782262,0.844276016,0.832932028,7.730751127
0.803290984,0.798811946,0.783860578,5.735812138
0.860177409,0.858000097,0.851478301,7.533521731
0.688509475,0.688796987,0.689288645,8.477722235
0.499458787,0.499454774,0.494871688,3.375499449
0.649416314,0.65003562,0.651102177,8.675292942
0.933470182,0.930290001,0.919911426,2.508257565
0.954810983,0.954427887,0.953618999,4.659346115
0.929726329,0.929407134,0.928743276,4.931406961
0.747203595,0.746778638,0.745022574,4.935384558
0.885226025,0.882344033,0.873629135,0.384502654
0.978007415,0.977330082,0.975065213,0.07426548
0.864570887,0.85905132,0.840297611,0.081200955
0.982255513,0.981106273,0.977518589,0.025093322
0.966168952,0.965041422,0.96206696,0.555812764
0.972077514,0.971814594,0.971279203,0.059944029
0.985268309,0.985118401,0.984836772,0.085712028
0.854703134,0.854532949,0.854146985,0.785742213
0.847767199,0.847229607,0.845851263,1.381332398
0.628321083,0.617124777,0.578921386,3.236054917
0.754976801,0.748051614,0.724399301,6.247549008
0.686330775,0.681318532,0.663227536,6.26624204
0.79182005,0.787116971,0.771287785,8.728158844
0.838828806,0.837489657,0.833562239,8.722025354
0.895830195,0.893609798,0.887135289,10.83064288
0.875317548,0.872654974,0.864568521,11.46129835
0.645608925,0.645619096,0.645635049,9.487383759
0.880514141,0.878220816,0.871432046,7.680160909
0.936269946,0.934701908,0.930446816,9.64344838
0.944056999,0.942517868,0.938332053,8.749744425
0.830398317,0.830423685,0.830447871,5.30695248
0.824037835,0.81885551,0.801630077,3.726439321
0.787820858,0.781378211,0.759582328,2.762384204
0.976314923,0.975464867,0.973338552,0.066081213
0.944584271,0.944417521,0.943830991,0.110444872
0.981396132,0.980854426,0.979563412,0.09708169
0.979784294,0.979115957,0.977128161,0.171066722
0.666508347,0.654708982,0.614442152,1.892995335
0.623052199,0.611512089,0.572208519,3.719541395
0.705502008,0.697816474,0.671259706,5.753540746
0.640735642,0.632615128,0.604092595,7.872940565
0.612249432,0.603082177,0.571083271,8.092964893
0.678601988,0.671466221,0.646418001,9.596143184
0.676969611,0.669682918,0.64413683,9.451349333
0.783568462,0.779930507,0.767663144,10.44003998
0.800194293,0.796916846,0.786073851,9.184151578
0.84450051,0.840123967,0.825841334,7.276493816
0.879064193,0.875556115,0.864502891,6.929291326
0.843917269,0.843919936,0.84392414,4.112483848
0.767988688,0.759719112,0.731490323,3.228160284
0.972093423,0.97160861,0.970575173,0.368039373
0.698736323,0.689043899,0.655907718,1.892752941
0.704027429,0.696212497,0.66922514,3.951571271
0.773059113,0.766692302,0.745052184,4.606476901
0.831045039,0.827071917,0.814112655,6.817028172
0.803726189,0.798713867,0.781932423,8.857512931
0.772400785,0.768054615,0.753239229,9.731044345
0.794224093,0.79120405,0.78118075,11.89686966
0.831515467,0.827995522,0.816618589,7.319837528
0.925278176,0.923695454,0.919402105,7.899318891
0.896095403,0.89387979,0.88742241,6.734151088
0.857815685,0.855065177,0.84656643,8.109796297
0.841715798,0.836372331,0.818642409,3.637971772
0.853859181,0.849479838,0.835231475,6.567864372
0.810441227,0.80408368,0.782676407,5.541983636
0.769803535,0.761193586,0.731640398,4.142525757
0.899393992,0.897478837,0.892141158,0.101464664
0.924561072,0.923228673,0.919607416,0.753821997
0.980881978,0.98072665,0.980424628,0.067042393
0.729036759,0.722074484,0.698080438,2.100993627
0.645262886,0.635202305,0.600649619,0.665716025
0.59180957,0.579620038,0.538233568,1.590006365
0.556352694,0.544318123,0.503344301,1.143692667
